DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
BOYACA,MONGUI,1423,2024,10,2551901,0,0,0,0,0,0,0,0
MAGDALENA,FUNDACION,1423,2024,10,2014101,87,0,2,2,2,0,0,0
CHOCO,EL CARMEN DE ATRATO,1423,2024,10,3360001,13,0,0,0,0,0,0,0
CUNDINAMARCA,EL COLEGIO,1423,2024,10,2592001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CANDELARIA,1423,2024,10,3561901,3,0,0,0,0,0,0,0
CUNDINAMARCA,TENA,1423,2024,10,5711001,0,2,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,4259901,776,21,2,2,2,0,0,0
META,VILLAVICENCIO,1423,2024,10,2108901,0,0,0,0,0,0,0,0
SANTANDER,EL CARMEN DE CHUCURI,1423,2024,10,2851101,9,0,0,0,0,0,0,0
CUNDINAMARCA,TABIO,1423,2024,10,1949101,5,0,0,0,0,0,0,0
NARIÑO,SAN ANDRES DE TUMACO,1423,2024,10,2773004,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,5429001,204,12,3,3,3,0,0,0
N. DE SANTANDER,SARDINATA,1423,2024,10,2853001,0,0,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,10,3169001,6,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,10,2477401,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,10,5383001,0,0,0,0,0,0,0,0
ANTIOQUIA,GUARNE,1423,2024,10,4492301,2,0,0,0,0,0,0,0
SUCRE,TOLU VIEJO,1423,2024,10,1841101,1,0,0,0,0,0,0,0
BOYACA,PAIPA,1423,2024,10,1799001,2,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,2311001,11,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,3141001,38,0,0,0,0,0,0,0
ANTIOQUIA,BETULIA,1423,2024,10,1823001,2,0,0,0,0,0,0,0
NARIÑO,LA UNION,1423,2024,10,1970001,3,0,0,0,0,0,0,0
CUNDINAMARCA,MOSQUERA,1423,2024,10,2012701,80,0,2,2,2,0,0,0
BOYACA,DUITAMA,1423,2024,10,3452001,24,0,0,0,0,0,0,0
CORDOBA,CHINU,1423,2024,10,1949101,0,0,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,10,1475301,54,0,0,0,0,0,0,0
BOYACA,SANTA MARIA,1423,2024,10,1889001,14,5,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,4812901,178,7,1,1,1,0,0,0
ANTIOQUIA,TURBO,1423,2024,10,1692001,0,0,0,0,0,0,0,0
META,PUERTO GAITAN,1423,2024,10,1466401,11,0,0,0,0,0,0,0
NARIÑO,SAN LORENZO,1423,2024,10,1829902,0,3,0,0,0,0,0,0
LA GUAJIRA,MAICAO,1423,2024,10,2551301,0,0,0,0,0,0,0,0
BOYACA,SABOYA,1423,2024,10,3104001,0,0,0,0,0,0,0,0
CHOCO,CONDOTO,1423,2024,10,3861001,58,13,0,0,0,0,0,0
CAQUETA,MILAN,1423,2024,10,2014401,0,0,0,0,0,0,0,0
HUILA,LA PLATA,1423,2024,10,2014201,0,0,0,0,0,0,0,0
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,1423,2024,10,1475901,2,0,0,0,0,0,0,0
ARAUCA,ARAUQUITA,1423,2024,10,2602001,84,6,0,0,0,0,0,0
N. DE SANTANDER,EL ZULIA,1423,2024,10,5081201,20,0,2,2,2,0,0,0
ANTIOQUIA,BELLO,1423,2024,10,1799001,1,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,10,2013001,39,0,0,0,0,0,0,0
PUTUMAYO,PUERTO CAICEDO,1423,2024,10,2032201,0,0,0,0,0,0,0,0
CAUCA,TIMBIO,1423,2024,10,1472301,12,0,0,0,0,0,0,0
SANTANDER,ZAPATOCA,1423,2024,10,2851101,1,0,0,0,0,0,0,0
TOLIMA,ARMERO,1423,2024,10,2139201,4,0,0,0,0,0,0,0
MAGDALENA,CIENAGA,1423,2024,10,1731001,0,0,0,0,0,0,0,0
CUNDINAMARCA,GUASCA,1423,2024,10,2012701,0,0,0,0,0,0,0,0
SANTANDER,HATO,1423,2024,10,1701001,1,0,0,0,0,0,0,0
TOLIMA,HONDA,1423,2024,10,2591101,1,0,0,0,0,0,0,0
CALDAS,LA MERCED,1423,2024,10,1949902,0,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,10,3453001,57,0,0,0,0,0,0,0
CUNDINAMARCA,QUEBRADANEGRA,1423,2024,10,1682001,9,0,0,0,0,0,0,0
CORDOBA,PUEBLO NUEVO,1423,2024,10,5433001,0,0,0,0,0,0,0,0
SUCRE,BUENAVISTA,1423,2024,10,1970001,1,0,0,0,0,0,0,0
CAQUETA,PUERTO RICO,1423,2024,10,5081101,1,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,1749001,93,4,0,0,0,0,0,0
SANTANDER,SAN GIL,1423,2024,10,1463101,1,1,0,0,0,0,0,0
CALDAS,MARMATO,1423,2024,10,2601001,3,0,0,0,0,0,0,0
MAGDALENA,PLATO,1423,2024,10,1472201,18,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,2323003,13,0,0,0,0,0,0,0
CUNDINAMARCA,PUERTO SALGAR,1423,2024,10,2855201,5,0,0,0,0,0,0,0
ANTIOQUIA,ALEJANDRIA,1423,2024,10,1970001,1,0,0,0,0,0,0,0
CUNDINAMARCA,LA CALERA,1423,2024,10,3161001,0,0,0,0,0,0,0,0
CESAR,BOSCONIA,1423,2024,10,2016102,3,0,0,0,0,0,0,0
CUNDINAMARCA,FACATATIVA,1423,2024,10,3105101,3,0,0,0,0,0,0,0
VALLE DEL CAUCA,CANDELARIA,1423,2024,10,4239101,31,0,0,0,0,0,0,0
MAGDALENA,SANTA ANA,1423,2024,10,2014101,0,0,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,10,5081202,1,0,0,0,0,0,0,0
ANTIOQUIA,SEGOVIA,1423,2024,10,3869101,0,0,0,0,0,0,0,0
ARAUCA,ARAUCA,1423,2024,10,3900801,1,0,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,10,3105101,132,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,10,2014102,0,0,0,0,0,0,0,0
LA GUAJIRA,HATONUEVO,1423,2024,10,1476101,0,0,0,0,0,0,0,0
CUNDINAMARCA,LA PALMA,1423,2024,10,2862101,1,0,0,0,0,0,0,0
CUNDINAMARCA,SILVANIA,1423,2024,10,5433003,0,0,0,0,0,0,0,0
CUNDINAMARCA,NILO,1423,2024,10,1466401,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,5801001,1172,1,4,4,4,0,0,0
CASANARE,AGUAZUL,1423,2024,10,4532001,5,0,0,0,0,0,0,0
BOYACA,PAIPA,1423,2024,10,4492101,4,0,0,0,0,0,0,0
CUNDINAMARCA,RICAURTE,1423,2024,10,1970001,22,0,0,0,0,0,0,0
BOYACA,GARAGOA,1423,2024,10,4432101,0,0,0,0,0,0,0,0
SUCRE,PALMITO,1423,2024,10,1841501,2,1,0,0,0,0,0,0
CESAR,CURUMANI,1423,2024,10,1949101,3,0,0,0,0,0,0,0
N. DE SANTANDER,PAMPLONA,1423,2024,10,1454101,1,0,0,0,0,0,0,0
SANTANDER,GIRON,1423,2024,10,1941101,7,0,0,0,0,0,0,0
CESAR,SAN DIEGO,1423,2024,10,5081105,0,0,0,0,0,0,0,0
ANTIOQUIA,JERICO,1423,2024,10,1463101,0,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,10,5431101,2,0,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,10,2652101,16,26,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,10,2014501,100,1,2,2,2,0,0,0
ANTIOQUIA,SABANETA,1423,2024,10,3329001,3,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,10,2742001,1,0,0,0,0,0,0,0
CESAR,LA JAGUA DE IBIRICO,1423,2024,10,1471101,0,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,10,5861001,4,1,0,0,0,0,0,0
NARIÑO,SAN ANDRES DE TUMACO,1423,2024,10,1920001,9,0,0,0,0,0,0,0
CUNDINAMARCA,FUSAGASUGA,1423,2024,10,2014501,254,0,3,3,3,0,0,0
CUNDINAMARCA,NIMAIMA,1423,2024,10,5931201,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,4331101,3,0,0,0,0,0,0,0
HUILA,SAN AGUSTIN,1423,2024,10,2331101,15,2,0,0,0,0,0,0
ANTIOQUIA,CALDAS,1423,2024,10,3292001,0,0,0,0,0,0,0,0
BOLIVAR,ARJONA,1423,2024,10,5411101,0,0,0,0,0,0,0,0
CORDOBA,SAN PELAYO,1423,2024,10,2014401,1,2,0,0,0,0,0,0
MAGDALENA,FUNDACION,1423,2024,10,4452001,7,0,0,0,0,0,0,0
SAN ANDRES,SAN ANDRES,1423,2024,10,1692001,22,0,0,0,0,0,0,0
QUINDIO,FILANDIA,1423,2024,10,5439002,0,0,0,0,0,0,0,0
ANTIOQUIA,DON MATIAS,1423,2024,10,2466301,4,0,0,0,0,0,0,0
ARAUCA,PUERTO RONDON,1423,2024,10,2014101,14,1,0,0,0,0,0,0
PUTUMAYO,ORITO,1423,2024,10,2463201,2,0,0,0,0,0,0,0
RISARALDA,SANTA ROSA DE CABAL,1423,2024,10,3561101,20,0,0,0,0,0,0,0
QUINDIO,SALENTO,1423,2024,10,2102001,1,1,0,0,0,0,0,0
CUNDINAMARCA,SILVANIA,1423,2024,10,1471901,0,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,10,1475401,2,0,0,0,0,0,0,0
HUILA,LA ARGENTINA,1423,2024,10,1949101,3,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,10,5161001,7,0,0,0,0,0,0,0
NARIÑO,IPIALES,1423,2024,10,1477501,1,0,0,0,0,0,0,0
TOLIMA,CHAPARRAL,1423,2024,10,1642401,4,0,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,10,2591101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,ZARZAL,1423,2024,10,2853001,10,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,10,3931202,109,5,6,6,6,0,0,0
LA GUAJIRA,DIBULLA,1423,2024,10,2463201,6,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,10,2862202,5,0,0,0,0,0,0,0
CESAR,LA PAZ,1423,2024,10,4639101,1,0,0,0,0,0,0,0
HUILA,TESALIA,1423,2024,10,1949901,0,0,0,0,0,0,0,0
ANTIOQUIA,GUARNE,1423,2024,10,4452001,0,0,0,0,0,0,0,0
CASANARE,VILLANUEVA,1423,2024,10,1474201,2,0,0,0,0,0,0,0
BOYACA,COMBITA,1423,2024,10,4466901,3,0,0,0,0,0,0,0
BOLIVAR,CORDOBA,1423,2024,10,1681001,7,0,1,1,1,0,0,0
ANTIOQUIA,BETULIA,1423,2024,10,1477301,0,0,0,0,0,0,0,0
CAUCA,TOTORO,1423,2024,10,3152101,0,0,0,0,0,0,0,0
CAUCA,CALDONO,1423,2024,10,4110301,0,0,0,0,0,0,0,0
CALDAS,AGUADAS,1423,2024,10,1454101,6,0,0,0,0,0,0,0
BOYACA,OTANCHE,1423,2024,10,3861001,20,17,0,0,0,0,0,0
VALLE DEL CAUCA,SAN PEDRO,1423,2024,10,2750001,0,0,0,0,0,0,0,0
LA GUAJIRA,URIBIA,1423,2024,10,1454101,1,0,0,0,0,0,0,0
SANTANDER,CURITI,1423,2024,10,1829902,0,2,0,0,0,0,0,0
MAGDALENA,ZONA BANANERA,1423,2024,10,4331201,0,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,1829901,1,0,0,0,0,0,0,0
CUNDINAMARCA,CUCUNUBA,1423,2024,10,1852301,109,0,0,0,0,0,0,0
CUNDINAMARCA,MADRID,1423,2024,10,1469001,7,0,0,0,0,0,0,0
CUNDINAMARCA,SOPO,1423,2024,10,2477401,0,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,5239901,0,0,0,0,0,0,0,0
BOYACA,CHITARAQUE,1423,2024,10,3108401,0,0,0,0,0,0,0,0
CUNDINAMARCA,SOACHA,1423,2024,10,2813001,12,1,0,0,0,0,0,0
ATLANTICO,BARRANQUILLA,1423,2024,10,4103002,0,0,0,0,0,0,0,0
SANTANDER,AGUADA,1423,2024,10,5081101,0,0,0,0,0,0,0,0
ANTIOQUIA,EL CARMEN DE VIBORAL,1423,2024,10,4452001,0,0,0,0,0,0,0,0
CASANARE,VILLANUEVA,1423,2024,10,1561301,0,0,0,0,0,0,0,0
ANTIOQUIA,MARINILLA,1423,2024,10,2012101,1,0,0,0,0,0,0,0
CALDAS,RIOSUCIO,1423,2024,10,1466401,3,0,0,0,0,0,0,0
QUINDIO,FILANDIA,1423,2024,10,2104001,0,2,0,0,0,0,0,0
CESAR,CURUMANI,1423,2024,10,5411101,58,0,0,0,0,0,0,0
RISARALDA,BELEN DE UMBRIA,1423,2024,10,2472301,4,0,0,0,0,0,0,0
N. DE SANTANDER,OCAÑA,1423,2024,10,4531001,1,0,0,0,0,0,0,0
SANTANDER,GsEPSA,1423,2024,10,3473101,16,0,0,0,0,0,0,0
ARAUCA,SARAVENA,1423,2024,10,2750001,11,0,0,0,0,0,0,0
CUNDINAMARCA,ANAPOIMA,1423,2024,10,1682001,12,0,0,0,0,0,0,0
N. DE SANTANDER,OCAÑA,1423,2024,10,1841501,0,0,0,0,0,0,0,0
CUNDINAMARCA,FUSAGASUGA,1423,2024,10,2012101,2,1,0,0,0,0,0,0
META,GRANADA,1423,2024,10,5433001,0,0,0,0,0,0,0,0
NARIÑO,LA UNION,1423,2024,10,1701001,0,0,0,0,0,0,0,0
ANTIOQUIA,TAMESIS,1423,2024,10,2471901,0,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,10,3869101,2,0,0,0,0,0,0,0
CALDAS,ANSERMA,1423,2024,10,1701001,0,0,0,0,0,0,0,0
CESAR,AGUSTIN CODAZZI,1423,2024,10,2932901,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,1841201,17992,5987,19,19,19,1,0,0
ANTIOQUIA,ENVIGADO,1423,2024,10,2014102,19,0,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,10,2014502,2,0,0,0,0,0,0,0
CUNDINAMARCA,TENJO,1423,2024,10,3104001,0,0,0,0,0,0,0,0
ANTIOQUIA,GUARNE,1423,2024,10,5711001,0,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,10,2851101,33,0,0,0,0,0,0,0
VALLE DEL CAUCA,ANDALUCIA,1423,2024,10,3432101,0,0,0,0,0,0,0,0
ANTIOQUIA,SABANETA,1423,2024,10,1841201,0,135,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,1464301,2,0,0,0,0,0,0,0
CAUCA,TIMBIO,1423,2024,10,3931903,0,0,0,0,0,0,0,0
HUILA,HOBO,1423,2024,10,1970001,2,0,0,0,0,0,0,0
CASANARE,SAN LUIS DE PALENQUE,1423,2024,10,1970001,6,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,1960901,13,0,0,0,0,0,0,0
HUILA,LA PLATA,1423,2024,10,1472902,1,0,0,0,0,0,0,0
CUNDINAMARCA,SUESCA,1423,2024,10,3108401,0,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,1466401,30,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,1423,2024,10,1466401,2,0,1,1,1,0,0,0
SANTANDER,SIMACOTA,1423,2024,10,5711001,1,0,0,0,0,0,0,0
CORDOBA,TIERRALTA,1423,2024,10,4501101,0,0,0,0,0,0,0,0
ANTIOQUIA,MARINILLA,1423,2024,10,1463101,5,0,0,0,0,0,0,0
N. DE SANTANDER,ABREGO,1423,2024,10,1829902,0,1,0,0,0,0,0,0
BOYACA,PAEZ,1423,2024,10,1841101,2,0,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,10,1472901,19,0,0,0,0,0,0,0
ARAUCA,ARAUCA,1423,2024,10,3861001,296,677,3,3,3,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,10,1477402,9,0,0,0,0,0,0,0
SANTANDER,BETULIA,1423,2024,10,1841201,28,140,0,0,0,0,0,0
LA GUAJIRA,MAICAO,1423,2024,10,4492301,4,0,0,0,0,0,0,0
ANTIOQUIA,SANTAFE DE ANTIOQUIA,1423,2024,10,3266001,0,0,0,0,0,0,0,0
CASANARE,PORE,1423,2024,10,3360001,16,38,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,10,2466301,8,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,10,2169001,4,10,0,0,0,0,0,0
BOYACA,VENTAQUEMADA,1423,2024,10,1852101,10,0,0,0,0,0,0,0
SANTANDER,MATANZA,1423,2024,10,1475201,0,0,0,0,0,0,0,0
SANTANDER,CHARALA,1423,2024,10,1823001,2,0,0,0,0,0,0,0
NARIÑO,SANTACRUZ,1423,2024,10,2014401,0,0,0,0,0,0,0,0
SANTANDER,PIEDECUESTA,1423,2024,10,2862101,22,0,0,0,0,0,0,0
CUNDINAMARCA,MOSQUERA,1423,2024,10,3931201,0,0,0,0,0,0,0,0
BOYACA,MONGUI,1423,2024,10,2551301,0,0,0,0,0,0,0,0
SANTANDER,VETAS,1423,2024,10,1791201,2,2,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,5842302,245,81,5,5,5,0,0,0
MAGDALENA,CERRO SAN ANTONIO,1423,2024,10,1841201,35,9,0,0,0,0,0,0
ATLANTICO,PUERTO COLOMBIA,1423,2024,10,1829902,0,3,0,0,0,0,0,0
LA GUAJIRA,MANAURE,1423,2024,10,1475901,0,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,10,4031101,3,1,0,0,0,0,0,0
CUNDINAMARCA,GACHETA,1423,2024,10,1970001,7,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,10,3931201,0,0,0,0,0,0,0,0
CORDOBA,CERETE,1423,2024,10,1841301,2,3,0,0,0,0,0,0
VALLE DEL CAUCA,RIOFRIO,1423,2024,10,2014101,5,0,0,0,0,0,0,0
PUTUMAYO,ORITO,1423,2024,10,4475201,4,0,0,0,0,0,0,0
VALLE DEL CAUCA,JAMUNDI,1423,2024,10,2011301,2,0,0,0,0,0,0,0
ANTIOQUIA,SAN PEDRO DE URABA,1423,2024,10,1476101,6,0,0,0,0,0,0,0
CUNDINAMARCA,ZIPAQUIRA,1423,2024,10,4531001,0,0,0,0,0,0,0,0
PUTUMAYO,ORITO,1423,2024,10,5351101,0,0,0,0,0,0,0,0
CUNDINAMARCA,LA VEGA,1423,2024,10,4801001,2,0,0,0,0,0,0,0
RISARALDA,BALBOA,1423,2024,10,2014101,1,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,10,2014101,586,0,5,5,5,0,0,0
ANTIOQUIA,SAN CARLOS,1423,2024,10,4801001,0,3,0,0,0,0,0,0
VALLE DEL CAUCA,JAMUNDI,1423,2024,10,1855101,57,3,0,0,0,0,0,0
MAGDALENA,SANTA MARTA,1423,2024,10,2952201,5,0,0,0,0,0,0,0
ANTIOQUIA,CAUCASIA,1423,2024,10,2461001,0,0,0,0,0,0,0,0
VAUPES,MITU,1423,2024,10,3561101,1,7,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,10,5421002,3,0,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,10,1649301,0,0,0,0,0,0,0,0
CUNDINAMARCA,TABIO,1423,2024,10,1829902,0,13,0,0,0,0,0,0
CUNDINAMARCA,AGUA DE DIOS,1423,2024,10,2741001,0,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,5431202,24,2,0,0,0,0,0,0
CALDAS,RIOSUCIO,1423,2024,10,1476101,0,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,1423,2024,10,5081101,0,0,0,0,0,0,0,0
BOLIVAR,MARIA LA BAJA,1423,2024,10,3360001,58,0,0,0,0,0,0,0
CESAR,LA PAZ,1423,2024,10,2853001,4,0,0,0,0,0,0,0
AMAZONAS,LETICIA,1423,2024,10,2829201,0,0,0,0,0,0,0,0
SANTANDER,ENCINO,1423,2024,10,3360001,1,4,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,10,4475201,6,0,0,0,0,0,0,0
CUNDINAMARCA,FACATATIVA,1423,2024,10,1475201,2,0,0,0,0,0,0,0
LA GUAJIRA,DIBULLA,1423,2024,10,1841201,52,51,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,10,3202201,10,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,3263001,1,0,0,0,0,0,0,0
SANTANDER,ZAPATOCA,1423,2024,10,1477402,0,0,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,10,4282501,0,0,0,0,0,0,0,0
CALDAS,PALESTINA,1423,2024,10,2551301,0,0,0,0,0,0,0,0
CHOCO,BAHIA SOLANO,1423,2024,10,1475201,1,0,0,0,0,0,0,0
CORDOBA,SAN PELAYO,1423,2024,10,2900201,0,0,0,0,0,0,0,0
ANTIOQUIA,CHIGORODO,1423,2024,10,2862101,1,0,0,0,0,0,0,0
CUNDINAMARCA,LENGUAZAQUE,1423,2024,10,3108101,2,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,10,5251201,0,0,0,0,0,0,0,0
MAGDALENA,SAN ZENON,1423,2024,10,1841201,31,2,0,0,0,0,0,0
CORDOBA,CERETE,1423,2024,10,5433001,0,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,10,1960901,2,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,2960902,1,0,0,0,0,0,0,0
AMAZONAS,LETICIA,1423,2024,10,3108901,0,0,0,0,0,0,0,0
PUTUMAYO,VILLAGARZON,1423,2024,10,1561301,0,0,0,0,0,0,0,0
PUTUMAYO,SAN MIGUEL,1423,2024,10,2466301,7,0,0,0,0,0,0,0
ANTIOQUIA,SAN PEDRO,1423,2024,10,1829902,0,3,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,1841201,21003,6728,20,20,20,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,10,5429001,0,0,0,0,0,0,0,0
NARIÑO,SAN ANDRES DE TUMACO,1423,2024,10,1841401,3,0,0,0,0,0,0,0
SUCRE,SINCELEJO,1423,2024,10,3581301,0,0,0,0,0,0,0,0
HUILA,LA PLATA,1423,2024,10,2463201,33,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,4202201,0,0,0,0,0,0,0,0
ANTIOQUIA,ENVIGADO,1423,2024,10,5421002,5,1,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,10,1661901,11,1,0,0,0,0,0,0
BOYACA,GACHANTIVA,1423,2024,10,2551301,0,0,0,0,0,0,0,0
PUTUMAYO,MOCOA,1423,2024,10,1464201,21,0,0,0,0,0,0,0
BOYACA,RAQUIRA,1423,2024,10,2102001,0,0,0,0,0,0,0,0
SANTANDER,PIEDECUESTA,1423,2024,10,1472902,0,0,0,0,0,0,0,0
LA GUAJIRA,SAN JUAN DEL CESAR,1423,2024,10,1702001,15,1,0,0,0,0,0,0
QUINDIO,CALARCA,1423,2024,10,2862101,20,1,0,0,0,0,0,0
CORDOBA,SAHAGUN,1423,2024,10,1702001,4,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,2812901,22,0,0,0,0,0,0,0
BOYACA,PUERTO BOYACA,1423,2024,10,5812901,12,0,0,0,0,0,0,0
HUILA,VILLAVIEJA,1423,2024,10,1561301,1,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,10,3105101,40,0,1,1,1,0,0,0
CUNDINAMARCA,ALBAN,1423,2024,10,2012701,3,0,0,0,0,0,0,0
RISARALDA,BELEN DE UMBRIA,1423,2024,10,1475201,0,0,0,0,0,0,0,0
CORDOBA,VALENCIA,1423,2024,10,1841201,45,22,0,0,0,0,0,0
CORDOBA,CIENAGA DE ORO,1423,2024,10,2471901,20,0,0,0,0,0,0,0
ARAUCA,TAME,1423,2024,10,1692001,5,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,2323001,34,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,10,1464901,2,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,10,4259901,5,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,5411201,89,0,1,1,1,0,0,0
CUNDINAMARCA,PASCA,1423,2024,10,3360001,6,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,4522901,21,0,0,0,0,0,0,0
GUAINIA,INIRIDA,1423,2024,10,5433001,0,0,0,0,0,0,0,0
CAQUETA,SAN VICENTE DEL CAGUAN,1423,2024,10,3259301,0,0,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,10,1642401,4,0,0,0,0,0,0,0
LA GUAJIRA,URIBIA,1423,2024,10,1691001,0,2,0,0,0,0,0,0
ANTIOQUIA,ANGOSTURA,1423,2024,10,2014101,9,0,0,0,0,0,0,0
SUCRE,SAN PEDRO,1423,2024,10,3473101,15,0,0,0,0,0,0,0
CAUCA,GUAPI,1423,2024,10,1749001,2,0,0,0,0,0,0,0
BOYACA,TIPACOQUE,1423,2024,10,1465101,5,0,0,0,0,0,0,0
VALLE DEL CAUCA,OBANDO,1423,2024,10,1949101,0,0,0,0,0,0,0,0
META,PUERTO LOPEZ,1423,2024,10,1920001,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,VIJES,1423,2024,10,4492301,6,0,0,0,0,0,0,0
ANTIOQUIA,EL SANTUARIO,1423,2024,10,5016101,1,0,0,0,0,0,0,0
SUCRE,SAN LUIS DE SINCE,1423,2024,10,1749001,0,0,0,0,0,0,0,0
CUNDINAMARCA,TOCAIMA,1423,2024,10,2932901,0,0,0,0,0,0,0,0
CASANARE,MANI,1423,2024,10,5432201,0,0,0,0,0,0,0,0
ANTIOQUIA,LA ESTRELLA,1423,2024,10,2466301,0,0,0,0,0,0,0,0
MAGDALENA,ARACATACA,1423,2024,10,1749001,3,0,0,0,0,0,0,0
BOYACA,SAMACA,1423,2024,10,3259101,0,0,0,0,0,0,0,0
BOYACA,PUERTO BOYACA,1423,2024,10,2471901,14,0,0,0,0,0,0,0
ANTIOQUIA,LA PINTADA,1423,2024,10,5081101,10,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,5842301,110,98,1,1,1,0,0,0
ARAUCA,SARAVENA,1423,2024,10,5390001,9,0,0,0,0,0,0,0
ARAUCA,ARAUCA,1423,2024,10,1823001,33,190,1,1,1,0,0,0
