DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
BOLIVAR,TURBANA,1423,2024,10,4466401,17,0,0,0,0,0,0,0
CHOCO,CERTEGUI,1423,2024,10,3360001,5,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,10,3279001,6,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,2773004,0,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,2141001,1948,26,2,2,2,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,1464501,303,18,0,0,0,0,0,0
CAQUETA,EL PAUJIL,1423,2024,10,1477101,1,0,0,0,0,0,0,0
RISARALDA,SANTA ROSA DE CABAL,1423,2024,10,1477101,6,0,0,0,0,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,10,2472301,23,1,0,0,0,0,0,0
GUAINIA,INIRIDA,1423,2024,10,5711001,1,0,0,0,0,0,0,0
BOYACA,PAIPA,1423,2024,10,2012701,8,0,1,1,1,0,0,0
CAQUETA,SOLITA,1423,2024,10,1970001,0,0,0,0,0,0,0,0
CUNDINAMARCA,BOJACA,1423,2024,10,1749001,1,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,1643201,0,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,2461002,32,98,1,1,1,0,0,0
BOLIVAR,MOMPOS,1423,2024,10,1141001,0,1,0,0,0,0,0,0
CUNDINAMARCA,VILLETA,1423,2024,10,5711001,7,0,0,0,0,0,0,0
TOLIMA,GUAMO,1423,2024,10,2014401,0,0,0,0,0,0,0,0
BOYACA,TIBASOSA,1423,2024,10,1949902,0,1,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,10,5239601,0,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,10,1620901,35,0,0,0,0,0,0,0
ANTIOQUIA,LA CEJA,1423,2024,10,2829901,5,0,0,0,0,0,0,0
CESAR,LA GLORIA,1423,2024,10,2851101,149,3,0,0,0,0,0,0
CASANARE,SACAMA,1423,2024,10,5842302,0,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,10,1479901,3,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,10,2662102,1,0,0,0,0,0,0,0
BOYACA,BOYACA,1423,2024,10,2851101,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,ANDALUCIA,1423,2024,10,1461001,0,0,0,0,0,0,0,0
CUNDINAMARCA,PUERTO SALGAR,1423,2024,10,3522401,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,3581101,549,14,3,3,3,0,0,0
CAUCA,PIENDAMO,1423,2024,10,1582001,0,0,0,0,0,0,0,0
BOYACA,SANTA MARIA,1423,2024,10,1970001,1,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,10,3942001,67,2,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,10,5411201,5,0,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,10,3331401,0,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,10,1461002,0,0,0,0,0,0,0,0
SANTANDER,SABANA DE TORRES,1423,2024,10,3105101,8,0,0,0,0,0,0,0
RISARALDA,PEREIRA,1423,2024,10,5681001,1,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,2329001,0,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,10,1477402,27,0,0,0,0,0,0,0
CASANARE,VILLANUEVA,1423,2024,10,2012103,0,1,0,0,0,0,0,0
CAQUETA,SAN VICENTE DEL CAGUAN,1423,2024,10,1691001,1,0,0,0,0,0,0,0
N. DE SANTANDER,OCAÑA,1423,2024,10,1471101,50,0,0,0,0,0,0,0
CUNDINAMARCA,TENJO,1423,2024,10,4475901,12,0,1,1,1,0,0,0
VALLE DEL CAUCA,EL CERRITO,1423,2024,10,4016101,51,0,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,10,1464402,5,0,0,0,0,0,0,0
ARAUCA,FORTUL,1423,2024,10,2862101,0,0,0,0,0,0,0,0
LA GUAJIRA,FONSECA,1423,2024,10,3562901,7,0,0,0,0,0,0,0
TOLIMA,FLANDES,1423,2024,10,3561901,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,YUMBO,1423,2024,10,3869101,1,2,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,10,4202901,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,JAMUNDI,1423,2024,10,5812901,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,YUMBO,1423,2024,10,2012701,6,0,0,0,0,0,0,0
QUINDIO,CIRCASIA,1423,2024,10,3151301,0,0,0,0,0,0,0,0
SANTANDER,LEBRIJA,1423,2024,10,3931201,1,0,0,0,0,0,0,0
BOYACA,MIRAFLORES,1423,2024,10,1949901,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,JAMUNDI,1423,2024,10,1649901,6,0,0,0,0,0,0,0
SUCRE,COROZAL,1423,2024,10,1829902,0,22,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,3931901,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1423,2024,10,1970002,1,0,0,0,0,0,0,0
CESAR,RIO DE ORO,1423,2024,10,3473101,31,0,0,0,0,0,0,0
RISARALDA,BALBOA,1423,2024,10,1691001,0,0,0,0,0,0,0,0
CESAR,VALLEDUPAR,1423,2024,10,5383001,8,0,0,0,0,0,0,0
ANTIOQUIA,FREDONIA,1423,2024,10,4101101,27,0,1,1,1,0,0,0
BOLIVAR,ZAMBRANO,1423,2024,10,2862101,0,0,0,0,0,0,0,0
NARIÑO,NARIÑO,1423,2024,10,2014102,10,0,0,0,0,0,0,0
CESAR,BOSCONIA,1423,2024,10,1941201,1,0,0,0,0,0,0,0
QUINDIO,MONTENEGRO,1423,2024,10,2463201,0,0,0,0,0,0,0,0
TOLIMA,MELGAR,1423,2024,10,1749001,7,1,0,0,0,0,0,0
RISARALDA,LA CELIA,1423,2024,10,1749001,0,0,0,0,0,0,0,0
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,1423,2024,10,3109001,0,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,3325003,3,0,0,0,0,0,0,0
N. DE SANTANDER,EL ZULIA,1423,2024,10,3104001,6,0,0,0,0,0,0,0
CORDOBA,CERETE,1423,2024,10,2139201,0,0,0,0,0,0,0,0
BOYACA,BELEN,1423,2024,10,1841201,2,9,0,0,0,0,0,0
SANTANDER,BARBOSA,1423,2024,10,2016102,0,0,0,0,0,0,0,0
BOYACA,MOTAVITA,1423,2024,10,2012701,1,0,0,0,0,0,0,0
HUILA,GUADALUPE,1423,2024,10,1949902,0,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,4231001,20,0,0,0,0,0,0,0
TOLIMA,ESPINAL,1423,2024,10,1701001,0,1,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,10,4492103,0,0,0,0,0,0,0,0
ANTIOQUIA,CARACOLI,1423,2024,10,1970001,6,0,0,0,0,0,0,0
MAGDALENA,EL BANCO,1423,2024,10,1466401,18,0,0,0,0,0,0,0
CAQUETA,SAN JOSE DEL FRAGUA,1423,2024,10,1889001,12,3,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,10,5812901,32,0,0,0,0,0,0,0
ANTIOQUIA,YALI,1423,2024,10,3931201,0,0,0,0,0,0,0,0
PUTUMAYO,PUERTO GUZMAN,1423,2024,10,3104001,0,0,0,0,0,0,0,0
LA GUAJIRA,HATONUEVO,1423,2024,10,1749001,0,0,0,0,0,0,0,0
ANTIOQUIA,ENVIGADO,1423,2024,10,1701001,113,28,1,1,1,0,0,0
BOYACA,DUITAMA,1423,2024,10,1649903,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,3181203,0,0,0,0,0,0,0,0
MAGDALENA,ZONA BANANERA,1423,2024,10,2563001,0,0,0,0,0,0,0,0
ANTIOQUIA,TAMESIS,1423,2024,10,5439004,3,0,0,0,0,0,0,0
CAUCA,PIENDAMO,1423,2024,10,1841301,5,2,0,0,0,0,0,0
RISARALDA,DOSQUEBRADAS,1423,2024,10,1462001,0,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,10,4429001,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,VERSALLES,1423,2024,10,2014101,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,4259904,17,0,0,0,0,0,0,0
CASANARE,VILLANUEVA,1423,2024,10,1472301,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,YUMBO,1423,2024,10,5812901,56,0,1,1,1,0,0,0
ANTIOQUIA,AMAGA,1423,2024,10,1649901,0,0,0,0,0,0,0,0
LA GUAJIRA,FONSECA,1423,2024,10,5421001,0,0,0,0,0,0,0,0
ATLANTICO,USIACURI,1423,2024,10,1791101,0,0,0,0,0,0,0,0
CAUCA,SANTANDER DE QUILICHAO,1423,2024,10,2900201,0,0,0,0,0,0,0,0
NARIÑO,SAN ANDRES DE TUMACO,1423,2024,10,2014501,6,1,0,0,0,0,0,0
BOYACA,PAIPA,1423,2024,10,1463101,19,0,0,0,0,0,0,0
CASANARE,OROCUE,1423,2024,10,3473101,2,0,0,0,0,0,0,0
ANTIOQUIA,MARINILLA,1423,2024,10,3960101,1,0,0,0,0,0,0,0
VALLE DEL CAUCA,ALCALA,1423,2024,10,1841301,0,0,0,0,0,0,0,0
ANTIOQUIA,ENVIGADO,1423,2024,10,5842301,0,51,0,0,0,0,0,0
CUNDINAMARCA,CAPARRAPI,1423,2024,10,1852201,184,0,0,0,0,0,0,0
CESAR,AGUSTIN CODAZZI,1423,2024,10,1479901,7,0,0,0,0,0,0,0
ARAUCA,TAME,1423,2024,10,3611001,41,8,0,0,0,0,0,0
N. DE SANTANDER,OCAÑA,1423,2024,10,1661101,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,4275001,1,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,10,5711001,138,2,0,0,0,0,0,0
CUNDINAMARCA,GACHANCIPA,1423,2024,10,2021001,4,0,0,0,0,0,0,0
BOLIVAR,ACHI,1423,2024,10,1649901,1,0,0,0,0,0,0,0
MAGDALENA,CIENAGA,1423,2024,10,2853001,47,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,10,4131201,2,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,10,4492103,12,316,0,0,0,0,0,0
BOYACA,BOAVITA,1423,2024,10,4492101,0,0,0,0,0,0,0,0
BOGOTA,"BOGOTA, D.C.",1423,2024,10,1649101,86,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,3222901,43,2,1,1,1,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,1960201,36,0,0,0,0,0,0,0
VALLE DEL CAUCA,EL CERRITO,1423,2024,10,5016101,3,0,0,0,0,0,0,0
CUNDINAMARCA,AGUA DE DIOS,1423,2024,10,5239501,0,0,0,0,0,0,0,0
META,PUERTO GAITAN,1423,2024,10,5061003,0,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,4231001,29,0,0,0,0,0,0,0
ANTIOQUIA,CIUDAD BOLIVAR,1423,2024,10,4101101,0,0,0,0,0,0,0,0
ANTIOQUIA,CIUDAD BOLIVAR,1423,2024,10,3475201,15,0,0,0,0,0,0,0
AMAZONAS,LETICIA,1423,2024,10,5351101,6,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,10,3861001,1008,68,3,3,3,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,4309101,1,0,0,0,0,0,0,0
RISARALDA,DOSQUEBRADAS,1423,2024,10,2332001,7,0,0,0,0,0,0,0
CALDAS,CHINCHINA,1423,2024,10,2012701,45,0,1,1,1,0,0,0
CUNDINAMARCA,MADRID,1423,2024,10,2170201,0,0,0,0,0,0,0,0
CUNDINAMARCA,UNE,1423,2024,10,5711001,7,0,0,0,0,0,0,0
BOYACA,CHIQUINQUIRA,1423,2024,10,5812901,0,0,0,0,0,0,0,0
SANTANDER,RIONEGRO,1423,2024,10,5016101,0,0,0,0,0,0,0,0
CESAR,BOSCONIA,1423,2024,10,1691001,3,0,0,0,0,0,0,0
CUNDINAMARCA,UTICA,1423,2024,10,1471101,0,0,0,0,0,0,0,0
LA GUAJIRA,MAICAO,1423,2024,10,5422001,9,0,0,0,0,0,0,0
BOYACA,MONGUA,1423,2024,10,1949101,4,1,0,0,0,0,0,0
ARAUCA,TAME,1423,2024,10,2012201,0,0,0,0,0,0,0,0
QUINDIO,CORDOBA,1423,2024,10,3108401,0,0,0,0,0,0,0,0
TOLIMA,MELGAR,1423,2024,10,2471901,0,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,2221901,3,0,0,0,0,0,0,0
NARIÑO,LA FLORIDA,1423,2024,10,1841201,18,95,0,0,0,0,0,0
PUTUMAYO,PUERTO CAICEDO,1423,2024,10,1829902,0,2,0,0,0,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,10,2862202,1,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,10,4492103,12,2,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,3869101,90,10,0,0,0,0,0,0
ARAUCA,SARAVENA,1423,2024,10,2749001,0,0,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,10,4101101,81,0,0,0,0,0,0,0
SANTANDER,CHARALA,1423,2024,10,1469001,0,0,0,0,0,0,0,0
CUNDINAMARCA,EL COLEGIO,1423,2024,10,2811001,1,0,0,0,0,0,0,0
ANTIOQUIA,BELLO,1423,2024,10,2012701,3,0,0,0,0,0,0,0
CAUCA,ROSAS,1423,2024,10,1841201,60,44,1,1,1,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,3108101,82,1,0,0,0,0,0,0
META,VILLAVICENCIO,1423,2024,10,5439002,12,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,1681001,4,0,0,0,0,0,0,0
ANTIOQUIA,LA CEJA,1423,2024,10,2551101,32,0,0,0,0,0,0,0
N. DE SANTANDER,PAMPLONA,1423,2024,10,3163001,2,18,1,1,1,0,0,0
CASANARE,PAZ DE ARIPORO,1423,2024,10,4352001,11,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,10,2017001,0,0,0,0,0,0,0,0
SANTANDER,GIRON,1423,2024,10,4492201,1,0,0,0,0,0,0,0
ANTIOQUIA,BELLO,1423,2024,10,1474101,4,0,0,0,0,0,0,0
ANTIOQUIA,LA PINTADA,1423,2024,10,4466301,2,0,0,0,0,0,0,0
BOLIVAR,ARENAL,1423,2024,10,1749001,2,0,0,0,0,0,0,0
ANTIOQUIA,ITAGUI,1423,2024,10,3274001,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,FLORIDA,1423,2024,10,2851101,53,4,0,0,0,0,0,0
CESAR,AGUSTIN CODAZZI,1423,2024,10,5711001,18,0,0,0,0,0,0,0
VICHADA,PUERTO CARREÑO,1423,2024,10,1476101,9,0,0,0,0,0,0,0
NARIÑO,TUQUERRES,1423,2024,10,1471901,1,0,0,0,0,0,0,0
CALDAS,MANIZALES,1423,2024,10,2773005,8,0,0,0,0,0,0,0
VALLE DEL CAUCA,JAMUNDI,1423,2024,10,2561201,4,0,0,0,0,0,0,0
META,PUERTO LOPEZ,1423,2024,10,3861001,32,201,1,1,1,0,0,0
ATLANTICO,PUERTO COLOMBIA,1423,2024,10,1649901,0,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,10,1855101,552,1,3,3,3,0,0,0
MAGDALENA,ARIGUANI,1423,2024,10,1477201,2,0,0,0,0,0,0,0
PUTUMAYO,SAN MIGUEL,1423,2024,10,5842302,7,0,0,0,0,0,0,0
VALLE DEL CAUCA,CARTAGO,1423,2024,10,1464501,0,0,0,0,0,0,0,0
ARAUCA,CRAVO NORTE,1423,2024,10,3432101,0,0,0,0,0,0,0,0
ANTIOQUIA,CALDAS,1423,2024,10,2016102,263,0,0,0,0,0,0,0
N. DE SANTANDER,PAMPLONA,1423,2024,10,2108102,0,0,0,0,0,0,0,0
LA GUAJIRA,RIOHACHA,1423,2024,10,4432101,41,0,0,0,0,0,0,0
VALLE DEL CAUCA,PALMIRA,1423,2024,10,1141001,14,1,0,0,0,0,0,0
ARAUCA,ARAUCA,1423,2024,10,2551101,81,0,0,0,0,0,0,0
BOYACA,PUERTO BOYACA,1423,2024,10,2592001,0,0,0,0,0,0,0,0
BOYACA,SANTANA,1423,2024,10,1701001,7,3,0,0,0,0,0,0
CASANARE,YOPAL,1423,2024,10,2016201,25,0,0,0,0,0,0,0
CASANARE,TAMARA,1423,2024,10,1829902,0,1,0,0,0,0,0,0
GUAVIARE,SAN JOSE DEL GUAVIARE,1423,2024,10,2101101,0,0,0,0,0,0,0,0
BOYACA,SOGAMOSO,1423,2024,10,2139101,2,0,0,0,0,0,0,0
CAQUETA,SAN VICENTE DEL CAGUAN,1423,2024,10,2472301,8,1,1,1,1,0,0,0
ANTIOQUIA,FREDONIA,1423,2024,10,1477402,0,0,0,0,0,0,0,0
SANTANDER,MALAGA,1423,2024,10,5411101,0,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,10,2551101,51,0,1,1,1,0,0,0
CUNDINAMARCA,FACATATIVA,1423,2024,10,1949101,9,0,0,0,0,0,0,0
SANTANDER,SAN VICENTE DE CHUCURI,1423,2024,10,1476101,2,0,0,0,0,0,0,0
QUINDIO,SALENTO,1423,2024,10,3551101,6,0,0,0,0,0,0,0
RISARALDA,DOSQUEBRADAS,1423,2024,10,3432202,6,0,0,0,0,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,2561201,26,0,0,0,0,0,0,0
CUNDINAMARCA,TABIO,1423,2024,10,2472101,0,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,10,2104001,11,1,0,0,0,0,0,0
SAN ANDRES,PROVIDENCIA,1423,2024,10,2773006,0,0,0,0,0,0,0,0
NARIÑO,PASTO,1423,2024,10,2014902,1,2,0,0,0,0,0,0
ANTIOQUIA,CALDAS,1423,2024,10,1920001,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,TULUA,1423,2024,10,2652101,2,0,0,0,0,0,0,0
NARIÑO,ARBOLEDA,1423,2024,10,1841101,2,0,0,0,0,0,0,0
ANTIOQUIA,RIONEGRO,1423,2024,10,2022001,34,0,0,0,0,0,0,0
VALLE DEL CAUCA,CALI,1423,2024,10,4089901,0,0,0,0,0,0,0,0
ANTIOQUIA,BURITICA,1423,2024,10,5711001,0,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,4492102,39,0,0,0,0,0,0,0
HUILA,LA PLATA,1423,2024,10,3611001,9,8,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,10,3741001,3,1,0,0,0,0,0,0
CAUCA,CORINTO,1423,2024,10,2466301,5,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,1732001,0,1,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,4201201,23,0,1,1,1,0,0,0
BOLIVAR,CARTAGENA,1423,2024,10,3239601,0,0,0,0,0,0,0,0
CASANARE,PAZ DE ARIPORO,1423,2024,10,2016102,1,0,0,0,0,0,0,0
CALDAS,NEIRA,1423,2024,10,1829902,0,6,0,0,0,0,0,0
LA GUAJIRA,MAICAO,1423,2024,10,3492301,0,0,0,0,0,0,0,0
CAUCA,PATIA,1423,2024,10,1949901,0,0,0,0,0,0,0,0
CAUCA,SANTA ROSA,1423,2024,10,1949902,5,5,0,0,0,0,0,0
N. DE SANTANDER,PAMPLONITA,1423,2024,10,1970001,3,0,0,0,0,0,0,0
META,CUMARAL,1423,2024,10,1941201,1,0,0,0,0,0,0,0
NARIÑO,SAN ANDRES DE TUMACO,1423,2024,10,4161001,0,0,0,0,0,0,0,0
SANTANDER,BUCARAMANGA,1423,2024,10,2108901,43,0,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,10,5091001,0,0,0,0,0,0,0,0
CAQUETA,EL PAUJIL,1423,2024,10,2475201,2,0,0,0,0,0,0,0
VALLE DEL CAUCA,ANDALUCIA,1423,2024,10,5431202,18,0,0,0,0,0,0,0
TOLIMA,SAN LUIS,1423,2024,10,1970001,7,0,0,0,0,0,0,0
ANTIOQUIA,APARTADO,1423,2024,10,1475201,19,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,10,2521001,0,0,0,0,0,0,0,0
QUINDIO,ARMENIA,1423,2024,10,2462001,468,1,3,3,3,0,0,0
META,VILLAVICENCIO,1423,2024,10,1464901,1,0,0,0,0,0,0,0
ANTIOQUIA,MEDELLIN,1423,2024,10,2591401,4,0,0,0,0,0,0,0
ARAUCA,TAME,1423,2024,10,3382101,0,0,0,0,0,0,0,0
TOLIMA,HONDA,1423,2024,10,1461001,2,0,0,0,0,0,0,0
ANTIOQUIA,EL SANTUARIO,1423,2024,10,1855101,3,0,0,0,0,0,0,0
CAUCA,PIAMONTE,1423,2024,10,1823001,0,0,0,0,0,0,0,0
SANTANDER,FLORIDABLANCA,1423,2024,10,5433001,99,0,2,2,2,0,0,0
CUNDINAMARCA,GUADUAS,1423,2024,10,2014101,2,0,0,0,0,0,0,0
ARAUCA,SARAVENA,1423,2024,10,2619001,0,0,0,0,0,0,0,0
AMAZONAS,LETICIA,1423,2024,10,1476901,5,0,0,0,0,0,0,0
CORDOBA,SAN PELAYO,1423,2024,10,2032101,0,0,0,0,0,0,0,0
BOYACA,TUNJA,1423,2024,10,5411201,25,4,1,1,1,0,0,0
CESAR,PELAYA,1423,2024,10,2016103,0,0,0,0,0,0,0,0
TOLIMA,PURIFICACION,1423,2024,10,2016102,5,0,0,0,0,0,0,0
MAGDALENA,CIENAGA,1423,2024,10,1475401,0,0,0,0,0,0,0,0
CORDOBA,CERETE,1423,2024,10,1855301,0,0,0,0,0,0,0,0
CUNDINAMARCA,SUESCA,1423,2024,10,5051001,38,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,3012501,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,CARTAGO,1423,2024,10,1649901,1,0,0,0,0,0,0,0
HUILA,YAGUARA,1423,2024,10,2012701,0,0,0,0,0,0,0,0
CAUCA,POPAYAN,1423,2024,10,3141001,2,0,0,0,0,0,0,0
ANTIOQUIA,SANTAFE DE ANTIOQUIA,1423,2024,10,1749001,5,0,0,0,0,0,0,0
TOLIMA,MARIQUITA,1423,2024,10,2011401,0,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,1477501,29,0,0,0,0,0,0,0
TOLIMA,IBAGUE,1423,2024,10,5421002,7,0,0,0,0,0,0,0
RISARALDA,LA VIRGINIA,1423,2024,10,1475901,1,0,0,0,0,0,0,0
SUCRE,COROZAL,1423,2024,10,4452001,0,0,0,0,0,0,0,0
CORDOBA,SAN PELAYO,1423,2024,10,1691001,0,0,0,0,0,0,0,0
CASANARE,PORE,1423,2024,10,4492301,11,0,0,0,0,0,0,0
VALLE DEL CAUCA,BUENAVENTURA,1423,2024,10,1471901,33,0,0,0,0,0,0,0
CHOCO,BAHIA SOLANO,1423,2024,10,1829902,0,4,0,0,0,0,0,0
CORDOBA,MONTERIA,1423,2024,10,1841201,6997,1983,7,7,7,0,0,0
CAQUETA,FLORENCIA,1423,2024,10,1475902,9,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,1423,2024,10,1472301,1,0,0,0,0,0,0,0
CUNDINAMARCA,CAJICA,1423,2024,10,4239201,3,0,0,0,0,0,0,0
BOYACA,VILLA DE LEYVA,1423,2024,10,1477101,3,0,0,0,0,0,0,0
SANTANDER,PIEDECUESTA,1423,2024,10,2012201,0,0,0,0,0,0,0,0
CAQUETA,FLORENCIA,1423,2024,10,1464301,4,0,0,0,0,0,0,0
ATLANTICO,SOLEDAD,1423,2024,10,1649901,2,0,0,0,0,0,0,0
ANTIOQUIA,BELLO,1423,2024,10,1731001,202,1,0,0,0,0,0,0
ANTIOQUIA,LA ESTRELLA,1423,2024,10,2108901,6,0,0,0,0,0,0,0
TOLIMA,MELGAR,1423,2024,10,1474201,4,0,0,0,0,0,0,0
ANTIOQUIA,SAN ROQUE,1423,2024,10,1463101,5,0,0,0,0,0,0,0
ANTIOQUIA,EL SANTUARIO,1423,2024,10,3492301,1,0,0,0,0,0,0,0
BOYACA,BUENAVISTA,1423,2024,10,2015001,0,0,0,0,0,0,0,0
CAUCA,SANTANDER DE QUILICHAO,1423,2024,10,1462003,4,0,0,0,0,0,0,0
N. DE SANTANDER,CUCUTA,1423,2024,10,1651101,12,3,0,0,0,0,0,0
CUNDINAMARCA,VILLETA,1423,2024,10,5259101,7,0,0,0,0,0,0,0
TOLIMA,RONCESVALLES,1423,2024,10,2014101,0,0,0,0,0,0,0,0
HUILA,NEIVA,1423,2024,10,2952101,2,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,10,4492102,1,0,0,0,0,0,0,0
CORDOBA,PUEBLO NUEVO,1423,2024,10,2853001,20,0,0,0,0,0,0,0
ATLANTICO,REPELON,1423,2024,10,1841201,51,5,0,0,0,0,0,0
VALLE DEL CAUCA,FLORIDA,1423,2024,10,1829902,0,9,0,0,0,0,0,0
CAUCA,LA VEGA,1423,2024,10,1852301,0,0,0,0,0,0,0,0
CUNDINAMARCA,CHIA,1423,2024,10,1620901,0,0,0,0,0,0,0,0
LA GUAJIRA,MAICAO,1423,2024,10,2472101,18,0,0,0,0,0,0,0
ANTIOQUIA,RETIRO,1423,2024,10,3561101,0,0,0,0,0,0,0,0
N. DE SANTANDER,PAMPLONA,1423,2024,10,1749001,23,0,0,0,0,0,0,0
CAUCA,PUERTO TEJADA,1423,2024,10,1889001,20,0,0,0,0,0,0,0
N. DE SANTANDER,PAMPLONA,1423,2024,10,2853001,26,0,0,0,0,0,0,0
ANTIOQUIA,CHIGORODO,1423,2024,10,3711001,0,0,0,0,0,0,0,0
ANTIOQUIA,FREDONIA,1423,2024,10,1851301,0,0,0,0,0,0,0,0
VALLE DEL CAUCA,YUMBO,1423,2024,10,1466401,0,0,0,0,0,0,0,0
CUNDINAMARCA,ANOLAIMA,1423,2024,10,3360001,5,0,0,0,0,0,0,0
ANTIOQUIA,ENVIGADO,1423,2024,10,1702001,3,0,0,0,0,0,0,0
N. DE SANTANDER,BOCHALEMA,1423,2024,10,5429001,0,0,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,10,2900201,0,0,0,0,0,0,0,0
SAN ANDRES,SAN ANDRES,1423,2024,10,2477401,0,0,0,0,0,0,0,0
SANTANDER,EL CARMEN DE CHUCURI,1423,2024,10,1829902,0,1,0,0,0,0,0,0
BOYACA,DUITAMA,1423,2024,10,1477301,77,0,0,0,0,0,0,0
SANTANDER,AGUADA,1423,2024,10,1949101,0,9,0,0,0,0,0,0
SANTANDER,VELEZ,1423,2024,10,4492301,8,0,0,0,0,0,0,0
ANTIOQUIA,EL CARMEN DE VIBORAL,1423,2024,10,3561901,0,0,0,0,0,0,0,0
NARIÑO,PUERRES,1423,2024,10,1823001,0,0,0,0,0,0,0,0
